carat,cut,color,clarity,depth,table,x,y,z,price,volume
1.5,Very Good,J,VVS2,63.3,56.0,7.18,7.29,4.58,8391,239.727276
0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,642,45.95099999999999
0.34,Ideal,H,VVS1,62.0,54.0,4.48,4.46,2.77,995,55.346816000000004
0.57,Premium,F,VS2,60.3,58.0,5.4,5.44,3.27,1754,96.05952000000002
0.3,Premium,G,VVS2,61.8,59.0,4.26,4.22,2.62,878,47.100263999999996
1.04,Premium,I,SI2,61.3,59.0,6.5,6.46,3.97,4141,166.70030000000003
0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,2370,128.57796
0.72,Ideal,F,SI1,62.4,57.0,5.71,5.74,3.57,2514,117.00817799999999
0.41,Ideal,I,VS1,60.9,53.0,4.85,4.8,2.94,969,68.44319999999999
1.23,Premium,G,SI2,62.1,58.0,6.85,6.8,4.24,4918,197.4992
0.34,Ideal,E,VVS1,61.8,57.0,4.47,4.5,2.77,1001,55.71854999999999
1.0,Premium,F,I1,62.4,59.0,6.38,6.34,3.97,3405,160.583324
1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4559,166.98034799999996
0.36,Ideal,H,VVS1,62.0,54.8,4.57,4.59,2.84,764,59.572692
0.4,Ideal,H,VVS2,62.1,57.0,4.69,4.74,2.93,877,65.135658
0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,2142,113.238972
2.01,Premium,H,SI1,59.6,59.0,8.27,8.19,4.9,17458,331.88336999999996
1.24,Ideal,H,SI1,62.3,54.0,6.88,6.9,4.29,6867,203.65488000000002
1.01,Good,G,SI1,62.2,65.0,6.34,6.3,3.93,3871,156.97206
0.33,Premium,D,SI2,61.6,59.0,4.41,4.42,2.72,492,53.018784000000004
0.38,Ideal,E,SI1,60.7,56.0,4.69,4.73,2.86,680,63.44538200000001
1.02,Premium,D,SI2,62.3,58.0,6.42,6.37,3.99,4044,163.17264600000001
0.3,Ideal,H,VS2,62.3,57.0,4.25,4.29,2.66,491,48.498450000000005
1.13,Very Good,J,VS2,62.0,59.0,6.62,6.66,4.12,4206,181.647504
0.7,Very Good,F,VS2,61.7,63.0,5.64,5.61,3.47,2762,109.79218800000001
0.9,Ideal,G,SI2,62.7,53.0,6.18,6.22,3.89,3805,149.530044
1.0,Premium,E,VS2,60.4,57.0,6.49,6.46,3.91,6720,163.92831400000003
0.7,Ideal,E,SI1,62.7,55.0,5.68,5.74,3.58,2774,116.71945600000001
1.51,Ideal,G,VS1,62.8,56.0,7.29,7.24,4.56,13811,240.674976
0.31,Premium,E,VS1,61.7,58.0,4.3,4.36,2.67,734,50.05716
0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2057,91.64925
0.3,Premium,G,VS2,62.2,60.0,4.25,4.24,2.64,675,47.5728
0.93,Premium,J,VS2,61.1,59.0,6.34,6.32,3.87,3125,155.066256
0.77,Ideal,G,VS2,61.8,54.0,5.91,5.94,3.66,3300,128.48576400000002
1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,4969,190.449578
0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,2476,114.28445599999999
1.01,Very Good,F,SI2,59.1,57.0,6.57,6.62,3.9,4304,169.62426
1.38,Very Good,F,VS1,61.4,61.0,7.1,7.14,4.37,11286,221.53277999999997
1.52,Good,H,VS2,63.3,57.0,7.32,7.33,4.64,10428,248.96198399999997
1.45,Fair,F,SI2,64.4,58.0,7.17,7.11,4.59,6455,233.992233
1.12,Premium,E,SI2,63.0,61.0,6.66,6.61,4.18,4215,184.014468
0.23,Very Good,F,VVS1,61.4,58.0,3.93,3.95,2.42,530,37.56687
1.01,Premium,G,VS1,62.7,58.0,6.38,6.41,4.01,6499,163.992158
0.42,Premium,G,IF,60.2,59.0,4.8,4.87,2.91,1400,68.02416000000001
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1935,82.16516
0.71,Very Good,F,SI2,61.4,56.0,5.71,5.73,3.51,3075,114.84123299999999
0.31,Very Good,G,VS1,62.9,58.0,4.3,4.35,2.72,625,50.8776
0.55,Very Good,G,VS1,59.4,62.0,5.32,5.36,3.17,1667,90.393184
0.74,Very Good,E,VVS1,63.5,58.0,5.78,5.72,3.65,3993,120.67483999999999
2.01,Ideal,J,SI2,62.9,54.0,8.03,8.07,5.06,12565,327.898626
0.27,Very Good,E,VS1,62.3,54.0,4.17,4.21,2.61,463,45.82037699999999
0.33,Premium,H,VS1,59.5,59.0,4.48,4.53,2.68,579,54.38899200000001
0.34,Ideal,G,VS2,61.7,56.0,4.53,4.48,2.78,765,56.418432
1.03,Ideal,J,SI1,62.1,55.0,6.46,6.51,4.03,4221,169.480038
0.35,Ideal,I,VVS2,62.3,57.0,4.49,4.53,2.81,614,57.154557000000004
2.1,Premium,I,SI1,59.9,61.0,8.34,8.26,4.97,15615,342.3753479999999
0.54,Ideal,E,VS2,61.6,56.0,5.24,5.28,3.24,1774,89.64172800000001
1.22,Ideal,G,VVS2,62.3,56.0,6.81,6.84,4.25,10038,197.9667
0.91,Premium,E,I1,59.6,59.0,6.29,6.32,3.76,2464,149.470528
1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,4222,188.085329
1.64,Premium,I,SI2,61.3,58.0,7.62,7.58,4.66,8743,269.159736
0.3,Ideal,G,VS1,61.8,56.0,4.31,4.33,2.67,624,49.828340999999995
0.51,Premium,G,VVS1,62.4,58.0,5.09,5.13,3.19,1925,83.296323
0.72,Ideal,D,VS2,62.0,54.8,5.73,5.76,3.56,3543,117.49708800000002
0.3,Premium,F,VS2,60.7,58.0,4.32,4.35,2.63,605,49.422959999999996
0.32,Ideal,H,VS1,61.0,56.0,4.43,4.45,2.71,580,53.423584999999996
0.51,Ideal,H,IF,62.3,54.0,5.14,5.17,3.21,1879,85.301898
0.5,Very Good,E,SI2,58.0,63.0,5.22,5.19,3.02,1009,81.817236
1.4,Ideal,H,SI2,61.2,56.0,7.18,7.23,4.41,7084,228.92927400000002
0.7,Ideal,I,VS1,61.9,56.0,5.69,5.72,3.53,2616,114.89020399999998
0.87,Very Good,J,SI1,63.1,60.0,6.03,5.96,3.78,2379,135.84866399999999
0.79,Very Good,D,VS1,62.4,60.0,5.86,5.88,3.66,4213,126.11188800000001
1.56,Ideal,G,VVS2,62.5,55.0,7.39,7.45,4.64,15609,255.45752
0.42,Ideal,H,VVS2,61.9,55.0,4.83,4.86,3.0,1102,70.4214
0.52,Ideal,J,VS2,61.4,57.0,5.17,5.21,3.19,1151,85.924883
0.52,Very Good,F,VS2,60.0,61.5,5.19,5.23,3.13,1680,84.959781
0.32,Ideal,I,VS1,61.3,56.0,4.43,4.45,2.72,523,53.620720000000006
0.43,Premium,F,VS1,61.0,57.0,4.89,4.84,2.97,1129,70.292772
1.02,Ideal,G,VS2,60.5,57.0,6.51,6.55,3.95,6356,168.42997499999998
1.34,Ideal,G,VS2,61.9,56.0,7.1,7.05,4.38,9401,219.24089999999998
0.39,Ideal,E,VVS2,61.9,55.0,4.7,4.74,2.92,1034,65.05176
2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92,16778,320.38302000000004
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8583,199.595484
1.61,Good,G,VS2,63.8,58.0,7.43,7.36,4.72,9467,258.112256
0.38,Ideal,G,SI1,61.5,55.0,4.66,4.68,2.87,695,62.591255999999994
0.3,Ideal,F,IF,62.1,57.0,4.27,4.3,2.66,886,48.840259999999994
0.39,Ideal,F,SI1,62.5,55.0,4.68,4.63,2.91,921,63.055043999999995
1.0,Very Good,I,VS2,63.5,56.0,6.33,6.3,4.01,4620,159.91478999999998
1.54,Ideal,E,VS2,62.0,56.0,7.46,7.43,4.61,14529,255.52215800000002
1.0,Very Good,D,SI2,61.5,63.0,6.32,6.27,3.87,4295,153.354168
0.54,Premium,D,SI1,58.3,61.0,5.38,5.32,3.12,1770,89.29939200000001
0.32,Ideal,H,VVS1,61.4,55.0,4.4,4.46,2.72,698,53.37728000000001
0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,863,50.55047999999999
0.5,Premium,F,VS2,62.7,59.0,5.05,5.09,3.18,1436,81.74031000000001
1.01,Premium,E,SI2,60.6,58.0,6.53,6.47,3.94,4118,166.461454
1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,5671,207.9996
1.01,Ideal,E,SI2,59.6,60.0,6.52,6.6,3.91,4604,168.25512
0.38,Ideal,D,SI1,61.3,57.0,4.67,4.7,2.87,884,62.99363000000001
0.71,Good,I,VS1,63.8,53.0,5.7,5.64,3.62,2104,116.37575999999999
1.13,Ideal,H,SI1,61.9,60.0,6.63,6.65,4.11,5911,181.20784500000002
0.36,Ideal,D,SI1,62.1,56.0,4.58,4.53,2.83,851,58.71514200000001
1.3,Premium,D,SI2,61.5,58.0,6.98,6.91,4.27,7044,205.94978600000002
0.74,Ideal,D,VS1,61.7,55.0,5.85,5.79,3.59,3746,121.59868499999999
1.0,Premium,F,SI1,60.3,58.0,6.43,6.47,3.89,5197,161.832169
0.55,Ideal,F,SI1,61.8,55.0,5.27,5.22,3.24,1415,89.130456
0.96,Fair,F,SI2,66.3,62.0,6.27,5.95,4.07,2759,151.837455
0.3,Very Good,F,IF,62.0,58.0,4.28,4.3,2.66,886,48.954640000000005
0.3,Very Good,D,SI1,62.6,56.0,4.24,4.29,2.67,552,48.56623200000001
0.61,Ideal,H,VS2,62.0,53.0,5.47,5.49,3.4,1591,102.10302
0.23,Ideal,F,VVS1,62.7,57.0,3.9,3.92,2.45,530,37.455600000000004
0.32,Ideal,G,VVS1,62.4,56.0,4.36,4.39,2.73,842,52.253292
0.3,Very Good,J,VS1,61.8,61.0,4.33,4.38,2.66,427,50.447964
1.1,Ideal,G,SI2,62.1,58.0,6.61,6.63,4.11,5361,180.11787300000003
0.5,Very Good,H,SI1,60.0,55.0,5.2,5.23,3.13,1148,85.12348
1.51,Ideal,H,SI2,61.7,57.0,7.39,7.36,4.55,6384,247.47632
0.37,Premium,G,VS1,58.4,59.0,4.76,4.69,2.76,817,61.615344
0.43,Very Good,F,VS2,61.0,57.0,4.84,4.87,2.96,905,69.76956799999999
1.52,Very Good,F,VS1,63.8,56.0,7.25,7.3,4.64,15819,245.57199999999997
0.5,Very Good,H,VS2,61.2,55.0,5.12,5.16,3.15,1411,83.22048
1.22,Ideal,H,VVS2,62.2,56.0,6.83,6.87,4.26,8014,199.88814599999998
0.37,Very Good,E,VS1,62.8,55.0,4.61,4.63,2.9,818,61.898469999999996
0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,1343,83.458694
0.78,Very Good,F,SI2,58.3,62.0,6.04,6.11,3.54,2477,130.64157600000001
0.91,Ideal,G,SI2,62.3,56.0,6.18,6.22,3.86,3664,148.376856
0.34,Ideal,G,SI1,61.9,55.0,4.5,4.52,2.79,540,56.74859999999999
1.01,Ideal,F,SI1,62.3,58.0,6.35,6.42,3.98,5646,162.25266
0.52,Ideal,I,VS2,61.5,56.0,5.19,5.21,3.2,1214,86.52768000000002
0.31,Ideal,E,VS1,60.2,56.0,4.44,4.39,2.66,804,51.84765600000001
1.01,Ideal,F,VS2,61.6,56.0,6.48,6.45,3.98,7229,166.34808000000004
0.59,Ideal,E,VS2,61.4,56.0,5.33,5.42,3.3,1755,95.33238
1.5,Good,J,SI1,59.1,64.0,7.32,7.43,4.36,6687,237.12993600000001
0.3,Very Good,I,VS1,62.0,58.0,4.25,4.3,2.65,473,48.428749999999994
0.41,Premium,E,VS2,59.8,60.0,4.87,4.83,2.9,999,68.21409
1.05,Ideal,F,SI2,61.9,56.0,6.48,6.5,4.02,5347,169.3224
0.42,Ideal,F,VVS2,62.1,55.0,4.81,4.79,2.98,1221,68.658902
0.9,Premium,G,SI2,59.5,61.0,6.33,6.28,3.75,3326,149.07150000000001
0.3,Premium,J,VS1,62.6,58.0,4.28,4.31,2.69,394,49.621891999999995
0.91,Very Good,D,SI2,63.9,56.0,6.06,6.09,3.88,3837,143.192952
1.0,Fair,F,SI1,56.9,63.0,6.45,6.52,3.69,4688,155.17925999999997
0.4,Premium,D,VS2,61.7,59.0,4.76,4.73,2.93,1050,65.96836400000001
0.4,Very Good,I,VS1,62.9,59.0,4.68,4.73,2.96,737,65.52374400000001
0.95,Premium,G,SI1,58.0,62.0,6.47,6.42,3.74,4426,155.349876
1.52,Very Good,H,SI1,60.9,59.0,7.43,7.49,4.54,9642,252.654178
0.3,Premium,F,VS1,61.5,59.0,4.33,4.31,2.66,844,49.641718
1.01,Good,H,VS1,63.8,59.0,6.34,6.3,4.03,5515,160.96626
0.32,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77,648,53.38344000000001
0.62,Very Good,H,SI1,60.1,61.0,5.55,5.59,3.35,1446,103.932075
0.72,Ideal,E,SI1,62.6,56.0,5.7,5.73,3.58,2907,116.92638000000001
0.32,Very Good,G,SI2,63.0,56.0,4.32,4.35,2.73,421,51.30215999999999
0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.8,2.93,1115,67.22592
0.25,Ideal,G,SI1,62.3,53.0,4.06,4.09,2.54,363,42.177716
0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63,698,50.3382
0.3,Premium,E,VS1,61.8,58.0,4.31,4.33,2.67,710,49.828340999999995
0.53,Ideal,E,VVS1,61.5,54.0,5.23,5.25,3.22,3323,88.41315000000002
0.82,Premium,F,SI2,59.7,57.0,6.14,6.12,3.66,2867,137.531088
1.91,Fair,I,VS1,59.5,68.0,8.1,7.91,4.78,12244,306.25938
1.16,Ideal,G,SI2,61.5,54.0,6.78,6.75,4.16,5301,190.38240000000002
1.08,Ideal,F,SI1,62.7,57.0,6.52,6.49,4.08,5327,172.644384
0.5,Ideal,F,SI2,60.9,57.0,5.16,5.13,3.13,1203,82.853604
1.6,Ideal,F,VS1,62.0,56.0,7.47,7.52,4.65,18780,261.21096
1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8803,188.869725
0.37,Ideal,E,VS2,61.0,56.0,4.64,4.67,2.84,762,61.53939199999999
0.73,Very Good,E,SI2,59.3,57.0,5.88,5.95,3.51,2395,122.80085999999999
0.52,Premium,G,VS1,62.6,59.0,5.11,5.08,3.19,1815,82.80857200000001
0.24,Very Good,E,VVS1,63.1,55.0,3.96,4.0,2.51,485,39.758399999999995
1.01,Very Good,E,SI1,62.8,57.0,6.37,6.41,4.01,5499,163.735117
0.31,Good,E,SI1,63.4,55.0,4.26,4.29,2.71,507,49.52633399999999
1.21,Very Good,I,VS1,59.4,60.0,6.9,6.97,4.12,5865,198.14316000000002
0.58,Ideal,D,VVS2,62.1,57.0,5.32,5.4,3.32,2617,95.37696000000001
0.34,Ideal,E,VS2,62.1,54.1,4.47,4.5,2.78,758,55.91969999999999
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,9014,163.928448
1.21,Good,J,IF,62.1,60.0,6.81,6.87,4.25,6299,198.83497500000001
0.58,Good,G,VS1,59.0,62.0,5.44,5.48,3.22,1777,95.99206400000001
1.5,Good,E,SI1,58.9,61.0,7.43,7.5,4.4,11179,245.19
0.42,Premium,E,VS2,61.0,60.0,4.82,4.85,2.95,958,68.96215
0.57,Ideal,E,VS2,61.9,57.0,5.31,5.29,3.28,1949,92.13487199999999
1.31,Premium,G,VS2,60.3,59.0,7.12,7.08,4.28,8979,215.75308800000002
1.0,Very Good,H,SI1,61.9,58.0,6.3,6.37,3.92,4953,157.31352
0.41,Ideal,G,VVS2,60.4,56.0,4.8,4.83,2.91,1007,67.46544
1.01,Good,G,VS1,63.2,58.0,6.34,6.38,4.02,6499,162.60578399999997
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3447,148.41854999999998
0.57,Very Good,E,VS2,62.9,57.0,5.26,5.29,3.32,1851,92.38032799999999
0.4,Very Good,E,VS2,60.4,63.0,4.68,4.72,2.84,791,62.73446399999999
0.42,Premium,F,SI1,60.0,59.0,4.85,4.88,2.92,773,69.11055999999999
1.01,Premium,I,SI2,61.9,58.0,6.45,6.41,3.98,3054,164.55111000000002
1.01,Very Good,E,SI1,63.6,56.0,6.3,6.37,4.03,6132,161.72793000000001
2.01,Very Good,G,SI2,63.3,58.0,8.01,8.05,5.08,15563,327.56094
0.53,Ideal,H,VS2,62.3,54.0,5.19,5.21,3.24,1353,87.60927600000001
0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,2647,149.48262000000003
0.34,Premium,D,SI1,61.2,58.0,4.47,4.49,2.74,626,54.992622000000004
0.9,Ideal,E,SI2,62.6,56.0,6.15,6.06,3.82,3200,142.36757999999998
0.31,Premium,G,VS2,59.9,59.0,4.38,4.4,2.63,544,50.68536
0.51,Premium,G,VS2,61.2,60.0,5.17,5.12,3.15,1546,83.38176
0.32,Ideal,E,VS1,61.7,56.0,4.41,4.44,2.73,745,53.454492
0.71,Ideal,F,SI1,61.3,57.0,5.72,5.79,3.53,2699,116.909364
1.6,Good,E,SI1,63.6,58.0,7.38,7.44,4.71,12467,258.612912
1.2,Ideal,H,SI1,61.9,56.0,6.78,6.82,4.21,6578,194.66871600000002
0.54,Premium,F,IF,61.9,60.0,5.26,5.21,3.24,2391,88.790904
1.22,Ideal,H,VS2,61.3,56.0,6.85,6.88,4.21,8596,198.40888
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,7140,239.642622
1.04,Ideal,D,VVS2,60.9,57.0,6.54,6.6,4.0,11511,172.65599999999998
1.82,Premium,I,VS1,61.4,60.0,7.8,7.83,4.8,13813,293.1552
0.3,Very Good,G,VS2,63.1,58.0,4.27,4.23,2.68,630,48.406428000000005
0.41,Ideal,D,SI1,62.6,57.0,4.74,4.78,2.98,791,67.51845600000001
0.42,Ideal,H,IF,61.9,56.0,4.81,4.79,2.97,1273,68.428503
0.53,Ideal,G,SI1,62.4,55.0,5.21,5.18,3.24,1329,87.440472
1.2,Very Good,I,SI1,61.2,62.0,6.75,6.84,4.16,5226,192.0672
0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1754,89.5356
0.44,Good,D,VS2,60.6,64.0,4.97,4.89,2.99,1238,72.666867
1.01,Ideal,F,VS1,61.7,59.0,6.44,6.42,3.97,7056,164.138856
1.01,Good,F,SI1,63.8,59.0,6.32,6.29,4.02,4989,159.806256
0.33,Ideal,H,VS2,60.7,55.0,4.48,4.51,2.73,551,55.159104000000006
0.3,Very Good,D,VVS2,63.2,55.0,4.27,4.3,2.71,754,49.758309999999994
0.38,Ideal,E,VVS2,61.8,53.7,4.67,4.69,2.89,1073,63.297647000000005
0.71,Premium,E,SI2,61.8,57.0,5.73,5.67,3.52,2271,114.361632
0.77,Premium,F,VS1,62.1,60.0,5.82,5.77,3.6,3343,120.89304000000001
0.36,Ideal,G,IF,62.2,53.0,4.59,4.61,2.86,1029,60.517314
0.31,Ideal,D,VS2,62.5,56.0,4.31,4.36,2.71,734,50.925236
2.01,Very Good,H,SI2,63.4,56.0,8.09,7.99,5.1,12829,329.65941
0.33,Premium,G,VVS1,61.5,59.0,4.42,4.46,2.73,810,53.817036
2.0,Ideal,I,VS1,62.0,57.0,8.04,7.99,4.97,17889,319.270812
0.34,Ideal,G,VS2,61.0,55.0,4.56,4.58,2.79,628,58.268592
1.5,Good,D,SI2,61.1,64.0,7.26,7.35,4.46,7722,237.99005999999997
0.41,Very Good,D,VS1,62.9,57.0,4.73,4.75,2.98,1151,66.95315000000001
1.65,Very Good,H,VS1,61.8,56.0,7.53,7.59,4.68,11823,267.474636
0.81,Ideal,G,VS1,62.3,57.0,5.99,5.95,3.72,3544,132.58266
1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612,162.35473800000003
0.9,Premium,I,VVS2,58.3,60.0,6.32,6.28,3.67,3931,145.66083200000003
1.04,Very Good,G,VS2,63.4,55.0,6.48,6.42,4.09,6232,170.15054400000002
0.32,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,505,53.38344000000001
0.83,Fair,H,SI2,65.1,59.0,5.84,5.81,3.79,2133,128.596216
0.54,Ideal,G,VS1,62.0,53.9,5.22,5.24,3.24,1745,88.62307200000001
0.31,Good,F,VS2,63.4,56.0,4.29,4.32,2.73,625,50.594544000000006
0.33,Premium,E,VS1,60.9,58.0,4.49,4.45,2.72,1002,54.34696000000001
0.43,Premium,D,VS2,60.2,59.0,4.88,4.92,2.95,1056,70.82832
0.53,Ideal,D,VS2,61.8,55.0,5.2,5.24,3.22,1722,87.73856
2.19,Premium,H,SI2,61.7,58.0,8.38,8.28,5.14,17554,356.64609599999994
0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,793,65.066616
0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,830,67.34740000000001
2.48,Very Good,H,SI2,63.3,56.0,8.6,8.55,5.43,15746,399.2679
1.25,Ideal,G,SI2,61.1,55.0,6.95,6.99,4.26,6371,206.95292999999998
0.31,Premium,I,VS2,60.8,58.0,4.37,4.34,2.65,558,50.259370000000004
0.61,Very Good,F,SI2,62.9,56.6,5.38,5.45,3.4,1437,99.6914
1.73,Premium,F,SI1,58.0,62.0,7.95,7.91,4.6,13365,289.26869999999997
0.32,Premium,D,VVS2,61.8,60.0,4.37,4.41,2.7,926,52.03359000000001
0.5,Very Good,I,VVS1,62.8,61.0,4.98,5.05,3.15,1448,79.21935
1.25,Ideal,J,SI1,62.4,57.0,6.86,6.92,4.3,5252,204.12616
0.3,Ideal,D,VVS1,61.3,57.0,4.32,4.29,2.64,1069,48.92659200000001
0.41,Premium,F,VS1,60.7,56.0,4.82,4.77,2.91,1076,66.904974
1.07,Premium,D,VS2,61.3,59.0,6.61,6.53,4.03,7751,173.94809900000004
0.5,Good,E,VS2,59.8,57.0,5.12,5.18,3.08,1395,81.686528
0.76,Fair,H,I1,64.5,57.0,5.79,5.76,3.73,1140,124.396992
1.0,Very Good,I,SI1,63.2,56.0,6.37,6.31,4.01,4088,161.18074699999997
1.61,Ideal,F,VS2,62.1,57.0,7.49,7.56,4.67,15819,264.435948
0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39,3351,104.04418500000001
0.59,Premium,I,SI1,62.8,59.0,5.36,5.34,3.36,1217,96.17126400000001
0.7,Ideal,D,SI1,62.0,54.0,5.73,5.76,3.56,2726,117.49708800000002
0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,777,72.8105
0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,802,51.514932
1.03,Fair,I,SI2,65.2,56.0,6.42,6.35,4.16,3530,169.59071999999998
1.13,Ideal,I,VS1,61.9,55.0,6.67,6.7,4.14,6980,185.01245999999998
0.32,Ideal,H,VS1,61.1,56.0,4.46,4.44,2.72,720,53.86252800000001
0.5,Ideal,E,SI2,62.5,57.0,5.07,5.04,3.16,1240,80.74684800000001
0.6,Very Good,E,SI2,63.2,60.0,5.32,5.28,3.35,1250,94.10016000000002
0.7,Premium,D,SI2,62.1,60.0,5.71,5.73,3.55,2299,116.149965
1.08,Ideal,E,SI1,61.5,55.0,6.59,6.62,4.06,7672,177.12074799999996
0.7,Very Good,G,VS2,63.4,58.0,5.63,5.57,3.55,2338,111.324805
0.7,Very Good,G,VVS2,59.3,62.0,5.78,5.82,3.44,2905,115.720224
0.9,Fair,G,I1,61.8,58.0,6.05,5.99,3.92,1939,142.05884
0.31,Ideal,F,VS1,62.1,56.0,4.35,4.32,2.69,872,50.55047999999999
1.52,Very Good,G,VS1,62.1,57.0,7.27,7.32,4.53,12968,241.07029200000002
0.32,Very Good,G,VS1,61.3,62.0,4.39,4.42,2.7,645,52.39026
0.34,Ideal,E,VS2,62.4,55.0,4.53,4.48,2.81,956,57.02726400000001
0.33,Premium,D,SI1,60.1,59.0,4.49,4.46,2.69,780,53.868326
1.5,Fair,D,SI1,65.1,59.0,7.1,7.01,4.59,10374,228.44888999999998
1.57,Premium,F,SI1,60.4,59.0,7.57,7.54,4.56,12112,260.274768
1.0,Good,H,VS1,61.8,61.0,6.4,6.31,3.93,5219,158.70912
0.43,Very Good,G,VVS2,61.7,56.0,4.84,4.88,2.99,976,70.621408
0.3,Very Good,D,VS1,61.2,55.0,4.32,4.34,2.65,610,49.68432
1.03,Good,D,SI2,57.2,59.0,6.66,6.63,3.8,3743,167.79204
0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,1436,81.83626
0.51,Good,E,SI1,64.3,55.0,5.12,5.05,3.27,1624,84.54911999999999
1.51,Very Good,H,VS2,60.9,54.0,7.38,7.41,4.5,11077,246.0861
0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,990,70.83230999999999
0.42,Good,E,VVS2,64.1,57.0,4.7,4.73,3.02,1269,67.13762
0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145,144.84816
1.28,Ideal,F,VVS2,62.2,56.0,6.95,6.91,4.32,12958,207.46584000000001
1.51,Very Good,I,VS1,63.0,59.0,7.28,7.3,4.59,9343,243.93096
0.54,Ideal,F,VS2,62.2,57.0,5.21,5.24,3.25,1662,88.7263
0.35,Premium,E,VVS1,61.0,58.0,4.52,4.56,2.77,1044,57.09302399999999
0.57,Good,F,VS2,62.8,62.0,5.22,5.25,3.29,1642,90.16244999999999
0.34,Ideal,D,VS2,60.8,57.0,4.52,4.56,2.76,730,56.88691199999999
0.36,Premium,D,SI2,60.9,58.0,4.63,4.6,2.81,689,59.847379999999994
0.24,Very Good,E,VVS2,62.8,58.0,3.92,3.95,2.47,478,38.24548
0.39,Good,G,IF,63.5,56.0,4.65,4.67,2.96,1213,64.27788000000001
0.72,Very Good,G,VS2,62.5,59.0,5.69,5.71,3.56,2728,115.664044
0.71,Ideal,D,SI2,60.4,56.0,5.79,5.83,3.51,2516,118.48250699999998
1.0,Premium,F,SI1,62.6,60.0,6.32,6.3,3.95,5292,157.2732
1.21,Fair,E,SI2,65.6,59.0,6.62,6.56,4.32,4926,187.605504
0.3,Very Good,E,SI2,61.7,61.0,4.29,4.33,2.66,421,49.411362000000004
0.97,Premium,H,SI1,58.0,62.0,6.56,6.48,3.79,3911,161.108352
0.72,Very Good,J,VS1,64.0,57.0,5.67,5.71,3.64,2066,117.84754800000002
0.32,Ideal,D,SI2,61.7,55.0,4.4,4.38,2.71,612,52.227120000000006
1.68,Good,E,I1,64.3,60.0,7.44,7.48,4.8,5765,267.12576
1.04,Very Good,G,IF,61.8,58.0,6.47,6.6,4.03,8225,172.08906
1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,5626,188.47285599999998
0.33,Ideal,G,VS2,61.7,55.9,4.45,4.49,2.75,604,54.94637500000001
1.23,Very Good,H,VS2,61.6,59.0,6.84,6.86,4.22,6459,198.012528
1.1,Very Good,I,SI1,62.7,58.0,6.54,6.58,4.11,4356,176.866452
0.39,Very Good,F,VS2,62.4,58.0,4.61,4.65,2.89,821,61.95148500000001
1.03,Ideal,G,SI1,62.4,57.0,6.47,6.52,4.05,4679,170.84681999999998
0.3,Very Good,E,SI1,63.2,56.0,4.3,4.27,2.71,675,49.758309999999994
0.48,Ideal,G,SI2,62.0,54.0,5.04,5.06,3.13,841,79.82251199999999
0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,567,51.870484
0.57,Very Good,H,VVS2,62.2,56.0,5.32,5.35,3.31,1726,94.20922
0.52,Premium,D,SI1,62.7,58.0,5.2,5.16,3.25,1605,87.20400000000001
0.32,Ideal,H,IF,62.0,55.0,4.39,4.42,2.73,814,52.97237399999999
0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,756,52.851708
